A=	101	A=	5052
B=	102	B=	5153
C=	103	C=	5255
D=	104	D=	5358
E=	105	E=	5462
A=	106	A=	5567
B=	107	B=	5673
C=	108	C=	5780
D=	109	D=	5888
E=	110	E=	5997
A=	111	A=	6107
B=	112	B=	6218
C=	113	C=	6330
D=	114	D=	6443
E=	115	E=	6557
A=	116	A=	6672
B=	117	B=	6788
C=	118	C=	6905
D=	119	D=	7023
E=	120	E=	7142
A=	121	A=	7262
B=	122	B=	7383
C=	123	C=	7505
D=	124	D=	7628
E=	125	E=	7752
A=	126	A=	7877
B=	127	B=	8003
C=	128	C=	8130
D=	129	D=	8258
E=	130	E=	8387
A=	131	A=	8517
B=	132	B=	8648
C=	133	C=	8780
D=	134	D=	8913
E=	135	E=	9047
A=	136	A=	9182
B=	137	B=	9318
C=	138	C=	9455
D=	139	D=	9593
E=	140	E=	9732
A=	141	A=	9872
B=	142	B=	10013
C=	143	C=	10155
D=	144	D=	10298
E=	145	E=	10442
A=	146	A=	10587
B=	147	B=	10733
C=	148	C=	10880
D=	149	D=	11028
E=	150	E=	11177
A=	151	A=	11327
B=	152	B=	11478
C=	153	C=	11630
D=	154	D=	11783
E=	155	E=	11937
A=	156	A=	12092
B=	157	B=	12248
C=	158	C=	12405
D=	159	D=	12563
E=	160	E=	12722
A=	161	A=	12882
B=	162	B=	13043
C=	163	C=	13205
D=	164	D=	13368
E=	165	E=	13532
A=	166	A=	13697
B=	167	B=	13863
C=	168	C=	14030
D=	169	D=	14198
E=	170	E=	14367
A=	171	A=	14537
B=	172	B=	14708
C=	173	C=	14880
D=	174	D=	15053
E=	175	E=	15227
A=	176	A=	15402
B=	177	B=	15578
C=	178	C=	15755
D=	179	D=	15933
E=	180	E=	16112
A=	181	A=	16292
B=	182	B=	16473
C=	183	C=	16655
D=	184	D=	16838
E=	185	E=	17022
A=	186	A=	17207
B=	187	B=	17393
C=	188	C=	17580
D=	189	D=	17768
E=	190	E=	17957
A=	191	A=	18147
B=	192	B=	18338
C=	193	C=	18530
D=	194	D=	18723
E=	195	E=	18917
A=	196	A=	19112
B=	197	B=	19308
C=	198	C=	19505
D=	199	D=	19703
E=	200	E=	19902
A=	201	A=	20102
B=	202	B=	20303
C=	203	C=	20505
D=	204	D=	20708
E=	205	E=	20912
A=	206	A=	21117
B=	207	B=	21323
C=	208	C=	21530
D=	209	D=	21738
E=	210	E=	21947
A=	211	A=	22157
B=	212	B=	22368
C=	213	C=	22580
D=	214	D=	22793
E=	215	E=	23007
A=	216	A=	23222
B=	217	B=	23438
C=	218	C=	23655
D=	219	D=	23873
E=	220	E=	24092
A=	221	A=	24312
B=	222	B=	24533
C=	223	C=	24755
D=	224	D=	24978
E=	225	E=	25202
A=	226	A=	25427
B=	227	B=	25653
C=	228	C=	25880
D=	229	D=	26108
E=	230	E=	26337
A=	231	A=	26567
B=	232	B=	26798
C=	233	C=	27030
D=	234	D=	27263
E=	235	E=	27497
A=	236	A=	27732
B=	237	B=	27968
C=	238	C=	28205
D=	239	D=	28443
E=	240	E=	28682
A=	241	A=	28922
B=	242	B=	29163
C=	243	C=	29405
D=	244	D=	29648
E=	245	E=	29892
A=	246	A=	30137
B=	247	B=	30383
C=	248	C=	30630
D=	249	D=	30878
E=	250	E=	31127
A=	251	A=	31377
B=	252	B=	31628
C=	253	C=	31880
D=	254	D=	32133
E=	255	E=	32387
A=	256	A=	32642
B=	257	B=	32898
C=	258	C=	33155
D=	259	D=	33413
E=	260	E=	33672
A=	261	A=	33932
B=	262	B=	34193
C=	263	C=	34455
D=	264	D=	34718
E=	265	E=	34982
A=	266	A=	35247
B=	267	B=	35513
C=	268	C=	35780
D=	269	D=	36048
E=	270	E=	36317
A=	271	A=	36587
B=	272	B=	36858
C=	273	C=	37130
D=	274	D=	37403
E=	275	E=	37677
A=	276	A=	37952
B=	277	B=	38228
C=	278	C=	38505
D=	279	D=	38783
E=	280	E=	39062
A=	281	A=	39342
B=	282	B=	39623
C=	283	C=	39905
D=	284	D=	40188
E=	285	E=	40472
A=	286	A=	40757
B=	287	B=	41043
C=	288	C=	41330
D=	289	D=	41618
E=	290	E=	41907
A=	291	A=	42197
B=	292	B=	42488
C=	293	C=	42780
D=	294	D=	43073
E=	295	E=	43367
A=	296	A=	43662
B=	297	B=	43958
C=	298	C=	44255
D=	299	D=	44553
E=	300	E=	44852
